donorID,campID,date
104504,2916,2006-05-05
104504,3443,2008-08-21
104504,1556,1999-06-21
104508,0,1999-08-19
104508,850,1995-08-04
104508,901,1995-11-06
104508,930,1995-12-29
104508,1074,1996-11-06
104508,1218,1997-09-16
104508,1465,1998-12-29
104508,1636,1999-12-23
104508,1790,2000-11-23
104508,1843,2001-06-14
104508,1929,2001-08-29
104508,2133,2002-12-06
104508,2319,2003-11-06
104508,2498,2004-10-14
104508,2550,2004-12-06
104508,2713,2005-12-12
104508,2871,2006-03-02
104508,3064,2007-02-05
104508,3183,2007-06-08
104508,3254,2007-10-12
104508,3786,2009-12-10
104508,4138,2010-05-19
104508,4143,2010-11-18
104511,2414,2004-05-03
104511,3108,2007-04-30
104512,0,2004-01-08
104512,1245,1997-12-08
104512,1490,1999-03-04
104512,1626,1999-11-16
104512,1790,2000-11-28
104512,1878,2001-05-10
104512,1929,2001-08-23
104512,1991,2002-03-26
104512,2144,2003-01-10
104512,2566,2005-02-01
104512,2916,2006-06-13
104512,3125,2007-05-02
104512,3189,2007-12-31
104515,1775,2000-11-06
104523,0,2000-07-20
104523,1245,1997-10-24
104523,1317,1998-03-05
104523,1397,1998-08-19
104523,1465,1998-12-21
104523,1556,1999-06-18
104523,1634,1999-12-14
104523,1699,2000-05-08
104523,1755,2000-09-01
104523,1790,2000-11-23
104523,1808,2000-12-21
104523,1992,2002-03-08
104523,2035,2002-05-22
104523,2059,2002-06-27
104523,2105,2002-10-01
104523,2144,2002-12-24
104523,2296,2003-10-03
104523,2390,2004-03-05
104523,2534,2004-10-28
104523,2633,2005-03-05
104523,2653,2005-04-14
104523,2710,2005-08-26
104523,2714,2005-12-13
104523,2838,2006-01-19
104523,2916,2006-04-19
104523,2964,2006-07-17
104526,850,1995-08-02
104526,1875,2001-04-30
104527,0,2001-07-11
104527,1775,2000-11-09
104527,2470,2004-10-14
104529,0,1998-12-22
104529,0,2006-12-27
104529,1245,1997-12-18
104529,1634,1999-12-13
104529,1949,2001-12-24
104529,2133,2002-12-28
104529,2335,2003-12-19
104529,2553,2004-12-28
104530,0,1995-02-02
104530,0,1995-12-26
104530,1034,1996-08-21
104530,1074,1996-10-29
104530,1148,1997-07-15
104530,1248,1997-11-06
104530,1424,1998-10-19
104530,1465,1998-12-22
104530,1808,2000-12-28
104530,2144,2002-12-24
104530,2193,2003-10-02
104530,2415,2004-05-04
104530,2550,2004-12-08
104530,2710,2005-09-21
104530,2712,2005-11-21
104531,899,1995-12-11
104531,1101,1996-12-31
104531,2470,2004-08-19
104531,2653,2005-05-09
104531,2711,2005-10-03
104531,2713,2005-12-08
104531,2714,2005-12-20
104531,2838,2006-01-25
104532,2225,2003-06-05
104532,2653,2005-04-19
104534,0,1999-08-24
104534,930,1996-01-10
104534,1185,1997-06-02
104534,1374,1998-07-13
104534,1699,2000-05-09
104534,3506,2008-07-11
104534,3916,2010-02-01
104534,4147,2010-10-13
104535,1074,1996-11-07
104535,1343,1998-05-18
104535,2417,2004-05-10
104539,0,1999-12-29
104539,1058,1996-08-28
104539,1207,1997-07-24
104539,1343,1998-05-06
104539,1424,1998-10-20
104539,1465,1998-12-22
104539,1699,2000-05-16
104539,1808,2000-12-22
104541,2021,2002-04-10
104544,1026,1996-06-04
104544,1101,1997-02-20
104544,1397,1998-10-15
104544,1529,1999-05-05
104544,1577,1999-08-24
104544,1601,1999-10-19
104544,1626,1999-11-18
104544,1634,1999-12-17
104544,1736,2000-07-31
104544,1755,2000-10-04
104544,1778,2000-10-31
104544,1903,2001-08-10
104547,954,1996-02-12
104547,1074,1996-10-31
104547,1245,1997-10-24
104547,1634,1999-12-16
104547,1778,2000-10-20
104550,954,1996-07-22
104550,1058,1996-12-31
104550,1218,1997-12-04
104550,1397,1998-09-17
104550,1529,1999-10-18
104550,1778,2000-10-31
104550,1878,2001-10-16
104551,796,1995-05-08
104551,3186,2007-07-18
104551,3443,2008-08-20
104552,2908,2006-08-23
104553,0,2005-04-19
104553,796,1995-06-14
104553,1185,1997-05-26
104553,1917,2001-09-03
104553,2105,2002-09-30
104553,2233,2003-05-07
104553,2319,2003-11-07
104553,3033,2006-12-13
104553,3440,2008-06-04
104553,4140,2010-06-07
104554,796,1995-06-27
104554,901,1995-11-20
104554,930,1996-01-19
104554,1000,1996-05-10
104554,1034,1996-07-09
104554,1074,1996-11-07
104554,1185,1997-05-22
104554,1424,1998-10-26
104554,1556,1999-06-17
104554,1601,1999-10-18
104554,1626,1999-11-17
104554,1699,2000-05-04
104554,1808,2000-12-27
104554,2144,2002-12-27
104554,2351,2003-12-16
104556,723,1995-01-06
104556,767,1995-03-07
104556,1317,1998-03-11
104556,1489,1999-03-18
104556,1778,2000-10-24
104556,1933,2001-10-04
104556,1949,2001-10-31
104556,1991,2002-03-06
104556,2105,2002-10-07
104556,2144,2002-12-31
104556,2390,2004-03-05
104556,2945,2006-06-20
104556,3016,2006-11-10
104556,3189,2007-12-12
104556,3449,2008-12-30
104559,1026,1996-07-02
104559,1280,1997-12-31
104559,1465,1998-12-29
104559,1626,1999-12-31
104559,1755,2000-09-06
104559,2802,2005-08-12
104559,3033,2006-12-20
104559,3188,2007-12-31
104563,796,1995-05-18
104563,1074,1996-11-07
104563,1148,1997-03-19
104563,767,1995-03-15
104563,1185,1997-05-28
104563,1316,1998-03-19
104563,1465,1998-12-31
104563,1489,1999-03-24
104563,1556,1999-06-24
104563,1626,1999-11-19
104563,1663,2000-03-21
104563,1699,2000-05-16
104563,1755,2000-09-08
104563,1778,2000-10-30
104563,1790,2000-12-19
104563,1962,2001-12-07
104563,2802,2005-08-08
104564,796,1995-05-26
104564,1101,1997-01-08
104564,2417,2004-04-26
104565,0,1998-10-21
104565,1212,1997-09-22
104565,1248,1997-11-14
104565,1317,1998-03-20
104565,1465,1999-01-26
104565,1626,1999-11-16
104565,1664,2000-03-15
104565,1917,2001-10-24
104565,2090,2002-08-20
104565,2129,2002-11-22
104565,2225,2003-04-30
104565,2231,2003-05-02
104565,2256,2003-06-24
104569,1212,1997-12-23
104569,1397,1998-12-28
104569,1489,1999-04-06
104569,1790,2000-12-27
104569,1929,2001-12-31
104569,2123,2002-12-30
104569,2285,2003-09-04
104569,2351,2003-12-23
104570,1875,2001-12-07
104570,1992,2002-03-20
104570,2035,2002-05-31
104570,2105,2002-10-08
104570,3129,2007-05-11
104570,3443,2008-10-30
104570,3669,2009-06-17
104571,0,2003-01-16
104571,0,2003-09-02
104571,2105,2002-10-15
104571,2144,2002-12-20
104571,2256,2003-06-24
104573,954,1996-02-09
104573,1028,1996-06-03
104573,1034,1996-08-21
104573,1074,1996-10-31
104573,1185,1997-06-12
104573,1207,1997-07-23
104573,1248,1997-11-18
104573,1338,1998-04-30
104573,1424,1998-10-21
104573,1465,1998-12-21
104573,1529,1999-06-16
104573,1736,2000-07-20
104573,1755,2000-09-27
104573,3249,2007-10-16
104573,3189,2007-12-12
104573,3565,2009-03-31
104573,4138,2010-05-21
104574,1739,2000-08-14
104574,1949,2001-10-31
104576,0,2003-10-06
104576,0,2004-06-15
104576,0,2010-11-23
104576,850,1995-08-22
104576,901,1995-11-03
104576,930,1995-12-31
104576,979,1996-03-07
104576,1000,1996-05-03
104576,1034,1996-07-11
104576,1058,1996-08-30
104576,1074,1996-11-08
104576,1101,1997-01-06
104576,1148,1997-03-18
104576,1185,1997-06-06
104576,1218,1997-09-19
104576,1248,1997-11-12
104576,1280,1997-12-30
104576,1316,1998-03-24
104576,1374,1998-07-02
104576,1397,1998-08-25
104576,1424,1998-10-28
104576,1489,1999-03-31
104576,1529,1999-05-06
104576,1556,1999-06-24
104576,1577,1999-08-25
104576,1626,1999-11-19
104576,1634,1999-12-17
104576,1663,2000-03-10
104576,1699,2000-05-18
104576,1736,2000-07-28
104576,1755,2000-09-07
104576,1778,2000-11-02
104576,1790,2000-12-01
104576,1808,2000-12-31
104576,1843,2001-03-19
104576,1878,2001-05-29
104576,1903,2001-07-16
104576,1929,2001-09-12
104576,1933,2001-10-15
104576,1949,2001-11-12
104576,1991,2002-03-21
104576,2035,2002-05-23
104576,2059,2002-07-12
104576,2105,2002-10-01
104576,2123,2002-11-13
104576,2133,2002-12-20
104576,2144,2002-12-31
104576,2163,2003-01-23
104576,2193,2003-03-14
104576,2224,2003-04-02
104576,2256,2003-07-01
104576,2285,2003-09-25
104576,2335,2003-12-10
104576,2351,2003-12-31
104576,2389,2004-03-12
104576,2415,2004-04-21
104576,2485,2004-08-31
104576,2498,2004-10-11
104576,2534,2004-11-09
104576,2550,2005-01-25
104576,2632,2005-03-03
104576,2653,2005-04-21
104576,2710,2005-09-01
104576,2711,2005-10-05
104576,2712,2005-11-02
104576,2713,2005-12-02
104576,2714,2005-12-28
104576,2838,2006-01-31
104576,2871,2006-02-28
104576,2905,2006-05-03
104576,2945,2006-06-28
104576,2964,2006-07-31
104576,2994,2006-09-27
104576,3033,2006-11-30
104576,3049,2006-12-29
104576,3064,2007-02-05
104576,3079,2007-02-28
104576,3125,2007-05-04
104576,3183,2007-06-22
104576,3236,2007-07-31
104576,3187,2007-09-12
104576,3254,2007-10-22
104576,3188,2007-11-30
104576,3189,2007-12-31
104576,3277,2008-01-30
104576,3300,2008-03-03
104576,3346,2008-04-29
104576,3440,2008-05-27
104576,3441,2008-07-03
104576,3443,2008-08-19
104576,3444,2008-10-01
104576,3445,2008-11-04
104576,3448,2008-12-03
104576,3449,2008-12-31
104576,3603,2009-03-12
104576,3669,2009-06-16
104576,3780,2009-07-09
104576,3782,2009-08-03
104576,3783,2009-10-02
104576,3786,2009-10-29
104576,3895,2009-12-28
104576,3916,2010-02-02
104576,4134,2010-04-01
104576,4144,2010-08-05
104576,4146,2010-09-29
104576,4147,2010-10-28
104576,4133,2010-12-21
104576,4460,2011-03-08
104578,0,2002-02-18
104579,796,1995-05-15
104579,816,1995-06-26
104579,858,1995-09-04
104579,930,1995-12-29
104579,1000,1996-04-25
104579,1028,1996-05-31
104579,1034,1996-07-08
104579,1058,1996-08-29
104579,1207,1997-07-22
104579,1248,1997-10-30
104579,1338,1998-03-20
104579,1343,1998-04-30
104579,1374,1998-06-22
104579,1397,1998-08-20
104579,1424,1998-10-19
104579,1529,1999-04-30
104579,1556,1999-06-24
104579,1626,1999-11-19
104579,1699,2000-05-10
104579,1736,2000-07-28
104579,1755,2000-08-31
104579,1878,2001-05-11
104579,1903,2001-07-12
104579,1929,2001-08-28
104579,1949,2001-11-02
104579,1966,2001-12-31
104579,2035,2002-05-17
104579,2059,2002-07-09
104579,2123,2002-10-30
104579,2133,2002-11-27
104579,2256,2003-07-01
104579,2285,2003-08-28
104579,2296,2003-10-07
104579,2335,2003-12-01
104579,2360,2004-01-29
104579,2415,2004-04-23
104579,2485,2004-09-06
104579,2534,2004-11-05
104579,2653,2005-04-25
104579,2710,2005-09-05
104579,2714,2005-12-22
104579,2945,2006-06-13
104579,3016,2006-10-30
104579,3064,2007-01-30
104579,3125,2007-04-30
104579,3184,2007-07-10
104579,0,2000-10-24
104580,0,1999-09-09
104580,767,1995-03-08
104580,1149,1997-04-09
104580,1218,1997-09-10
104580,1316,1998-03-11
104580,1338,1998-04-24
104580,1529,1999-05-28
104580,1626,1999-11-30
104580,1663,2000-03-14
104580,1755,2000-09-07
104580,1962,2002-01-08
104581,0,1995-12-28
104581,0,1996-12-18
104581,0,1997-12-18
104581,0,1997-12-24
104581,0,2000-11-02
104581,0,2000-12-29
104581,0,2001-07-24
104581,0,2001-11-27
104581,0,2002-12-18
104581,0,2003-09-30
104581,0,2003-12-24
104581,0,2004-05-25
104581,0,2005-10-18
104581,1626,1999-11-22
104581,3187,2007-09-25
104581,3786,2009-11-10
104583,850,1995-08-30
104583,1000,1996-06-11
104583,1034,1996-08-20
104583,1185,1997-06-16
104583,1207,1997-07-23
104583,1316,1998-04-24
104583,1397,1998-09-01
104583,1664,2000-03-24
104583,1966,2002-02-22
104583,2319,2003-11-07
104583,2351,2004-02-13
104583,2498,2004-11-16
104583,2553,2004-12-17
104583,2916,2006-04-25
104586,954,1996-03-04
104586,3129,2007-07-02
104587,0,2001-08-16
104587,796,1995-05-18
104587,858,1995-11-16
104587,979,1996-10-25
104587,1148,1997-09-11
104587,1626,1999-11-24
104587,2059,2002-11-13
104587,2451,2004-11-09
104587,3129,2007-06-20
104588,1074,1996-11-07
104588,1218,1997-09-17
104588,1317,1998-03-12
104588,1664,2000-05-16
104588,2035,2002-07-23
104588,2233,2003-06-16
104588,3506,2008-07-28
104593,584,1995-05-11
104593,723,1995-02-01
104593,767,1995-08-16
104593,858,1995-09-13
104593,901,1995-12-28
104593,930,1996-06-19
104593,1058,1996-10-14
104593,1074,1997-07-24
104593,1185,1997-10-21
104593,1343,1998-06-02
104593,1465,1999-02-22
104593,1577,2000-04-25
104593,1699,2000-05-31
104593,1778,2000-11-21
104593,1808,2001-12-04
104593,1933,2001-10-30
104593,1991,2002-03-11
104593,2319,2003-12-24
104593,2451,2004-07-30
104593,2695,2006-11-02
104593,3187,2007-09-17
104593,3782,2009-10-16
104599,0,2004-03-10
104599,954,1996-03-06
104599,2231,2003-05-23
104599,2263,2003-07-02
104599,2285,2003-09-09
104599,2319,2003-11-10
104599,2335,2003-12-15
104599,2550,2004-12-03
104599,2553,2004-12-31
104605,767,1995-03-30
104605,816,1995-07-14
104605,858,1995-10-24
104605,979,1996-04-10
104605,1000,1996-05-09
104605,1034,1996-07-08
104605,1058,1996-09-03
104605,1148,1997-03-17
104605,1207,1997-07-22
104605,1338,1998-04-14
104605,1374,1998-07-07
104605,1790,2000-12-12
104605,1843,2001-03-08
104608,0,1997-11-27
104608,954,1996-02-15
104608,1397,1998-12-15
104608,1601,1999-12-28
104608,1790,2000-12-19
104608,1949,2001-10-29
104608,2133,2002-12-31
104608,2233,2003-12-22
104608,2534,2004-11-22
104608,2712,2005-11-15
104609,3505,2008-07-16
104611,3941,2010-04-14
104613,768,1995-03-13
104613,1034,1996-07-12
104613,1101,1996-12-31
104613,2654,2005-06-28
104613,3033,2007-01-24
104616,0,2008-03-12
104616,1074,1996-11-25
104616,1218,1997-10-14
104616,1280,1998-01-22
104616,3916,2010-11-19
104617,1245,1997-12-05
104617,1424,1998-11-20
104617,1634,1999-12-16
104617,1663,2000-11-03
104617,1808,2001-12-20
104617,1933,2001-09-25
104617,1991,2002-09-20
104617,2163,2003-12-24
104617,2360,2004-12-10
104617,2415,2004-04-22
104617,2632,2005-12-21
104617,2905,2006-12-20
104617,3064,2007-12-19
104619,4210,2010-12-07
104620,4210,2010-12-27
104625,796,1995-05-15
104625,901,1995-11-03
104625,1000,1996-04-25
104625,1028,1996-06-04
104625,1074,1996-10-25
104625,1101,1996-12-31
104625,1185,1997-05-22
104625,1248,1997-11-06
104625,1280,1998-01-07
104625,1316,1998-03-12
104625,1465,1998-12-22
104625,1577,1999-08-19
104625,1808,2001-01-05
104625,1844,2001-03-07
104625,1962,2001-11-23
104625,2123,2002-10-31
104625,2144,2002-12-31
104625,2963,2006-08-09
104625,3049,2006-12-21
104625,3184,2007-07-05
104625,3254,2007-10-16
104626,1000,1996-05-06
104626,1149,1997-04-07
104626,1207,1997-07-24
104626,1280,1997-12-24
104626,1316,1998-03-26
104626,1343,1998-04-29
104626,1374,1998-06-25
104626,1397,1998-08-26
104626,1424,1998-10-26
104626,1465,1998-12-23
104626,1529,1999-05-26
104626,1556,1999-06-29
104626,1577,1999-08-24
104626,1601,1999-10-26
104626,1626,1999-11-24
104626,1736,2000-07-25
104626,1778,2000-11-28
104626,1790,2000-12-28
104626,1903,2001-07-04
104626,1929,2001-08-27
104626,1933,2001-09-25
104626,1949,2001-10-30
104626,2035,2002-05-23
104626,2059,2002-06-25
104626,2123,2002-11-06
104626,2133,2002-12-23
104626,2224,2003-04-22
104626,2233,2003-05-06
104626,2285,2003-09-29
104626,2415,2004-04-27
104626,2451,2004-06-23
104626,3249,2007-10-16
104628,1245,1997-10-23
104628,1316,1998-03-26
104628,1374,1998-06-25
104628,3186,2007-07-23
104628,4137,2010-05-25
104635,1026,1996-06-04
104635,2646,2005-04-04
104635,2871,2006-03-17
104635,3642,2009-04-27
104635,3675,2009-05-18
104636,3049,2006-12-18
104636,1026,1996-06-03
104636,1185,1997-05-21
104636,1248,1997-11-06
104636,1601,1999-10-20
104636,1699,2000-05-08
104636,1778,2000-11-03
104636,1790,2000-12-05
104636,1933,2001-09-28
104636,1966,2002-01-08
104636,2133,2002-12-12
104636,2256,2003-06-24
104636,2285,2003-08-29
104636,2296,2003-10-07
104636,2360,2004-02-05
104636,2415,2004-05-06
104636,2485,2004-09-13
104636,2550,2004-12-01
104636,2712,2005-11-08
104636,2714,2005-12-19
104636,2838,2006-01-27
104637,2470,2004-07-22
104640,1212,1997-08-19
104640,1424,1998-10-20
104640,1601,1999-10-19
104640,1903,2001-07-06
104640,1933,2001-09-25
104640,2035,2002-05-16
104640,2094,2002-09-04
104640,2144,2002-12-27
104640,2550,2004-12-22
104640,2711,2005-10-06
104640,2945,2006-06-14
104640,3184,2007-07-18
104640,3780,2009-12-23
104641,1400,1998-08-24
104641,2802,2005-08-04
104643,2470,2004-07-22
104645,901,1995-11-03
104645,1465,1999-01-11
104645,1755,2000-09-18
104645,1878,2001-05-28
104645,2059,2002-07-17
104645,2133,2003-01-13
104647,0,2003-12-30
104647,723,1995-01-10
104647,796,1995-06-08
104647,816,1995-07-05
104647,930,1996-01-17
104647,979,1996-03-13
104647,1058,1996-09-04
104647,1317,1998-03-10
104647,1577,1999-08-20
104647,1601,1999-10-19
104647,1626,1999-11-19
104647,1634,1999-12-20
104647,1755,2000-09-13
104647,1808,2001-01-11
104647,1878,2001-05-23
104647,2035,2002-05-16
104647,2094,2002-09-12
104647,2133,2002-11-27
104647,2233,2003-05-07
104647,2335,2003-12-01
104647,2360,2004-01-29
104647,2389,2004-03-05
104647,2417,2004-04-29
104647,2485,2004-09-02
104647,2498,2004-09-29
104648,0,2002-04-17
104648,796,1995-05-18
104648,930,1995-12-31
104648,1218,1997-09-22
104648,1280,1997-12-24
104648,1465,1998-12-22
104648,1699,2000-05-22
104648,1778,2000-10-24
104648,1933,2001-09-25
104648,2916,2006-04-28
104651,1775,2000-11-10
104651,1933,2001-10-02
104651,2133,2002-12-12
104651,2225,2003-05-02
104651,2319,2003-11-06
104651,2335,2003-12-08
104651,2351,2003-12-29
104651,2360,2004-02-10
104651,2485,2004-08-31
104651,2498,2004-10-28
104651,2632,2005-03-09
104651,2711,2005-10-04
104651,2916,2006-04-28
104651,3033,2006-12-12
104651,3049,2006-12-31
104654,930,1995-12-31
104654,1074,1996-11-28
104654,1248,1997-12-31
104654,1465,1998-12-31
104654,1634,1999-12-17
104654,1778,2000-12-28
104654,1949,2001-12-31
104654,2144,2002-12-31
104654,2319,2003-12-29
104661,1245,1997-12-19
104661,1397,1998-12-17
104661,1601,1999-12-22
104661,1778,2000-12-27
104662,1245,1997-10-23
104662,1374,1998-06-29
104662,1917,2001-08-06
104664,3357,2008-04-24
104665,4210,2010-11-04
104668,0,1997-12-23
104668,1465,1998-12-22
104668,1634,1999-12-21
104668,1775,2000-11-06
104668,2802,2005-08-10
104669,3506,2008-07-22
104670,1615,1999-11-22
104670,1663,2000-05-18
104670,1736,2000-12-19
104670,1966,2002-03-05
104670,2094,2002-12-30
104671,850,1995-08-07
104671,930,1995-12-29
104671,1775,2000-12-15
104672,1212,1997-08-19
104672,1248,1997-10-31
104672,1374,1998-07-09
104672,1400,1998-08-27
104672,1529,1999-05-12
104672,1556,1999-06-23
104672,1601,1999-10-27
104672,1634,1999-12-15
104672,1663,2000-03-29
104672,1878,2001-06-01
104672,2534,2004-11-26
104673,0,2000-11-06
104675,0,1998-09-07
104675,0,1999-08-23
104675,0,2001-08-06
104675,0,2003-12-31
104675,0,2006-04-29
104675,816,1996-01-05
104675,1663,2000-08-02
104675,3189,2007-12-27
104676,930,1995-12-29
104676,1074,1996-12-31
104676,1207,1997-12-31
104676,1465,1998-12-29
104676,3129,2007-09-10
104676,3249,2007-12-04
104678,0,2004-06-01
104678,1212,1997-09-29
104678,1235,1997-12-31
104678,1245,1998-07-10
104678,2021,2002-04-11
104678,2225,2003-07-14
104678,2285,2004-01-14
104678,2485,2005-05-20
104678,2695,2005-12-09
104678,2872,2008-02-20
104679,1775,2000-11-10
104679,1808,2000-12-22
104679,1844,2001-03-06
104679,2021,2002-04-10
104679,2144,2002-12-31
104679,2296,2003-10-07
104679,2390,2004-03-12
104679,2553,2004-12-21
104679,2714,2005-12-22
104680,1000,1996-05-24
104680,1790,2000-11-27
104681,1428,1998-12-17
104681,1626,1999-12-17
104681,1778,2001-01-12
104681,1962,2001-12-07
104681,1991,2002-05-21
104681,2296,2003-11-25
104681,2534,2004-12-14
104681,2714,2005-12-19
104681,3016,2006-10-31
104681,3189,2007-12-24
104682,2417,2004-04-29
104682,2632,2005-04-28
104682,2905,2006-05-22
104682,3941,2010-04-20
104683,4149,2010-12-10
104691,954,1996-03-08
104691,1000,1996-05-09
104691,1028,1996-06-10
104691,1074,1996-11-13
104691,1101,1997-01-15
104691,1185,1997-06-09
104691,1218,1997-09-10
104691,1280,1998-02-09
104691,1316,1998-07-02
104691,1343,1998-05-18
104691,1424,1998-11-09
104691,1489,1999-03-04
104691,1529,1999-05-07
104691,1577,1999-08-18
104691,1626,1999-12-09
104691,1663,2000-03-07
104691,1699,2000-05-09
104691,1755,2000-09-08
104691,1843,2001-04-05
104691,1878,2001-06-13
104691,1933,2001-10-08
104691,1966,2002-01-23
104691,1991,2003-02-07
104691,2035,2002-07-05
104691,2094,2002-09-10
104691,2144,2002-12-27
104691,2256,2003-07-14
104694,768,1995-10-26
104694,1026,1996-06-07
104694,1875,2001-05-04
104694,2021,2002-04-15
104694,2231,2003-05-09
104694,2351,2004-01-27
104694,2415,2004-06-08
104694,2653,2005-04-19
104694,2713,2005-11-29
104694,2964,2006-07-26
104694,3016,2006-11-14
104694,3064,2007-01-30
104696,954,1996-03-08
104696,1000,1998-12-21
104696,1235,1997-12-22
104696,2654,2005-05-11
104696,2711,2005-10-24
104700,1775,2000-11-10
104702,0,1997-10-23
104702,2225,2003-04-30
104702,2285,2003-09-02
104703,796,1995-05-11
104703,2646,2005-04-04
104705,1400,1998-09-18
104705,2090,2002-08-23
104705,2285,2003-09-25
104706,1181,1997-06-09
104706,1218,1997-09-16
104706,1397,1998-08-28
104706,1490,1999-03-05
104706,1736,2000-07-20
104706,1875,2001-04-20
104706,1933,2001-09-26
104706,2035,2002-05-29
104706,2163,2003-01-22
104706,2414,2004-04-23
104707,0,2003-11-05
104707,723,1995-01-09
104707,1034,1996-07-15
104707,1424,1998-10-16
104707,1808,2000-12-31
104707,1966,2002-01-15
104707,2059,2002-07-04
104707,2144,2002-12-27
104708,1775,2000-11-08
104709,723,1995-02-16
104709,796,1995-05-12
104709,816,1995-06-29
104709,858,1995-10-17
104709,930,1996-01-25
104709,1034,1996-08-30
104709,1074,1996-11-07
104709,1317,1998-03-27
104709,1465,1998-12-31
104709,1808,2000-12-29
104710,3064,2007-01-26
104710,3565,2009-01-23
104710,1904,2001-07-11
104710,2654,2005-04-27
104710,3033,2006-12-11
104710,3049,2006-12-28
104712,4210,2010-10-28
104715,4383,2011-02-07
104719,1778,2000-10-23
104719,1699,2000-05-08
104719,1568,1999-08-20
104719,1933,2001-09-24
104719,2021,2002-04-09
104719,4137,2010-05-10
104719,901,1995-10-31
104722,3361,2008-05-19
104724,1739,2000-08-09
104724,1843,2001-03-05
104724,1991,2002-03-07
104724,2916,2006-07-25
104724,3125,2007-04-26
104724,3188,2007-11-21
104724,3189,2007-12-13
104724,3545,2008-12-09
104724,3449,2009-03-09
104724,3603,2009-02-26
104728,4210,2011-01-25
104731,0,2003-12-15
104732,0,1995-09-01
104732,804,1995-05-15
104732,901,1995-10-27
104732,930,1995-12-31
104732,1034,1996-07-09
104732,1074,1996-10-28
104732,1218,1997-09-05
104732,1490,1999-03-06
104732,1699,2000-05-26
104732,1966,2001-12-24
104733,0,2000-07-25
104733,850,1995-08-18
104733,979,1996-03-04
104733,1058,1996-08-29
104733,1185,1997-05-23
104733,1207,1997-08-08
104733,1316,1998-03-05
104733,1601,1999-10-26
104733,1626,1999-11-25
104733,1699,2000-05-15
104733,1843,2001-03-09
104733,1929,2001-08-31
104733,1933,2001-10-08
104741,0,2006-03-22
104741,930,1996-01-08
104741,980,1996-04-15
104741,1028,1996-07-04
104741,1185,1997-06-17
104741,1343,1998-05-15
104741,1465,1999-01-12
104741,2654,2005-05-19
104742,3186,2007-07-17
104742,3448,2008-11-21
104742,3782,2009-08-04
104742,3787,2009-11-30
104745,1212,1997-08-21
104745,1343,1998-05-12
104745,1465,1998-12-29
104745,1664,2000-03-13
104745,1808,2000-12-21
104745,1844,2001-04-23
104746,901,1995-10-31
104746,979,1996-02-29
104746,1028,1996-05-31
104746,1248,1997-11-07
104746,1280,1997-12-24
104746,1397,1998-08-19
104746,1601,1999-10-18
104746,1699,2000-05-05
104746,1875,2001-04-25
104746,1949,2001-10-29
104746,1991,2002-03-06
104746,2123,2002-10-25
104746,2498,2004-09-28
104746,2711,2005-09-30
104746,3183,2007-06-19
104746,3330,2008-04-02
104746,3565,2009-01-23
104746,4138,2010-05-18
104748,0,1996-11-27
104748,0,2003-07-30
104748,153,2000-12-27
104748,476,1997-03-27
104748,1185,1997-10-01
104748,1316,1998-05-18
104748,1577,1999-08-25
104748,1626,1999-11-26
104748,1929,2001-12-21
104748,1933,2001-09-26
104748,2485,2004-08-31
104748,2553,2005-09-28
104748,2710,2005-10-19
104751,1235,1998-01-16
104751,1317,1998-11-25
104751,1626,1999-12-02
104751,1663,2000-03-17
104751,2163,2003-02-06
104751,2319,2003-11-05
104751,4150,2010-12-30
104755,4210,2010-11-04
104761,0,1999-05-03
104761,1245,1997-10-24
104761,1424,1998-11-10
104761,1634,2000-02-14
104761,1755,2000-10-17
104761,1875,2001-05-22
104762,711,1995-01-16
104762,901,1995-10-31
104762,930,1995-12-28
104762,1000,1996-04-25
104762,1149,1997-03-12
104762,1207,1997-07-18
104762,1218,1997-09-09
104762,1343,1998-05-07
104762,1465,1998-12-18
104762,1634,1999-12-10
104762,1917,2001-08-08
104762,2351,2003-12-23
104762,2390,2004-03-08
104766,0,1995-06-22
104766,901,1995-10-30
104766,930,1995-12-31
104766,1028,1996-05-29
104766,1148,1997-03-11
104766,1218,1997-09-11
104766,1343,1998-04-28
104766,1601,1999-10-15
104766,2654,2005-05-20
104766,2711,2005-10-13
104766,2714,2005-12-16
104767,3941,2010-04-08
104769,0,1997-12-12
104769,1316,1998-12-15
104769,1626,1999-12-14
104769,1663,2000-12-15
104769,1843,2001-12-18
104769,1991,2002-12-13
104769,2193,2003-12-12
104769,2534,2004-12-13
104769,2710,2005-12-16
104769,2871,2006-12-18
104769,3236,2007-12-13
104770,4210,2010-11-12
104772,3361,2008-05-06
104773,2225,2003-05-06
104773,2415,2004-04-21
104773,2945,2006-06-12
104773,3189,2007-12-13
104774,4210,2010-10-28
104778,1544,1999-05-26
104778,1790,2000-11-28
104778,2094,2002-09-02
104778,2451,2004-06-22
104779,3129,2007-05-02
104779,3300,2008-03-04
104779,3443,2008-08-22
104779,4140,2010-07-06
104780,3357,2008-04-22
104780,4215,2010-04-21
104780,4221,2010-11-15
104781,4210,2010-12-14
104782,3505,2008-07-28
104784,3941,2010-04-12
104784,4460,2011-03-15
104785,3361,2008-05-14
104786,3941,2010-04-09
104787,804,1995-05-12
104787,858,1995-09-18
104787,1000,1996-04-29
104787,1058,1996-08-29
104787,1074,1996-10-30
104787,1185,1997-05-21
104787,1248,1997-11-06
104787,1374,1998-06-30
104787,1601,1999-10-19
104787,2916,2006-05-03
